Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Onion,2018,Rabi       ,Uttar Pradesh,14729,227984,792.8,2389043.8,5155.15,15.80146667
Onion,2018,Summer     ,Uttar Pradesh,12749,150144,792.8,2067887.8,4462.15,11.87676056
Peas & beans (Pulses),2018,Rabi       ,Uttar Pradesh,333220,539012,792.8,54048284,116627,1.507702703
Potato,2018,Rabi       ,Uttar Pradesh,571399,17056711,792.8,92680917.8,199989.65,27.7596
Rice,2018,Kharif     ,Uttar Pradesh,5894983,15932429,792.8,956166242.6,2063244.05,2.6056
Rice,2018,Summer     ,Uttar Pradesh,29145,87266,792.8,4727319,10200.75,2.662631579
Wheat,2018,Rabi       ,Uttar Pradesh,9855900,38039724,792.8,1598626980,3449565,3.8556
Onion,2018,Whole Year ,Uttarakhand,3345,53748,1373,542559,1170.75,16.14384615
Peas & beans (Pulses),2018,Rabi       ,Uttarakhand,5552,5551,1373,900534.4,1943.2,0.718461538
Potato,2018,Kharif     ,Uttarakhand,6970,69123,1373,1130534,2439.5,10.553
Potato,2018,Rabi       ,Uttarakhand,4955,60075,1373,803701,1734.25,11.87384615
Rice,2018,Kharif     ,Uttarakhand,243666,574963,1373,39522625.2,85283.1,1.804615385
Rice,2018,Summer     ,Uttarakhand,15682,51570,1373,2543620.4,5488.7,3.283333333
Wheat,2018,Rabi       ,Uttarakhand,307452,927657,1373,49868714.4,107608.2,2.349230769
Coconut ,2018,Whole Year ,West Bengal,30815,385025000,2012.6,4998193,10785.25,12018.40727
Cotton(lint),2018,Kharif     ,West Bengal,360,1753,2012.6,58392,126,4.87
Peas & beans (Pulses),2018,Rabi       ,West Bengal,17100,20010,2012.6,2773620,5985,1.205714286
Potato,2018,Rabi       ,West Bengal,436042,11052272,2012.6,70726012.4,152614.7,27.25909091
Potato,2018,Summer     ,West Bengal,1635,19421,2012.6,265197,572.25,8.02
Rice,2018,Autumn     ,West Bengal,230980,609496,2012.6,37464956,80843,2.672380952
Rice,2018,Summer     ,West Bengal,1279500,4615344,2012.6,207534900,447825,3.45952381
Rice,2018,Winter     ,West Bengal,4002092,11282409,2012.6,649139322.4,1400732.2,2.744545455
Wheat,2018,Rabi       ,West Bengal,112147,337751,2012.6,18190243.4,39251.45,2.483
Peas & beans (Pulses),2019,Kharif     ,Arunachal Pradesh,674,688,2433.3,115766.24,249.38,1.056956522
Peas & beans (Pulses),2019,Rabi       ,Arunachal Pradesh,3704,5432,2433.3,636199.04,1370.48,1.773333333
Potato,2019,Whole Year ,Arunachal Pradesh,6200,44950,2433.3,1064912,2294,6.8024
Rice,2019,Kharif     ,Arunachal Pradesh,133500,244741,2433.3,22929960,49395,1.7792
Wheat,2019,Rabi       ,Arunachal Pradesh,3930,7742,2433.3,675016.8,1454.1,2.168333333
Onion,2019,Rabi       ,Bihar,12965,173086,1194.7,2226868.4,4797.05,12.60526316
Peas & beans (Pulses),2019,Rabi       ,Bihar,17378,18059,1194.7,2984845.28,6429.86,1.01625
Potato,2019,Rabi       ,Bihar,82888,1139389,1194.7,14236842.88,30668.56,13.67526316
Potato,2019,Winter     ,Bihar,74181,1071615,1194.7,12741328.56,27446.97,14.46027778
Rice,2019,Autumn     ,Bihar,443965,727611,1194.7,76255428.4,164267.05,1.759583333
Rice,2019,Summer     ,Bihar,60399,128812,1194.7,10374132.24,22347.63,2.142857143
Rice,2019,Winter     ,Bihar,2593026,6096095,1194.7,445378145.8,959419.62,2.173157895
Wheat,2019,Rabi       ,Bihar,2150180,5579348,1194.7,369314916.8,795566.6,2.569473684
Coconut ,2019,Whole Year ,Chhattisgarh,55,0,1420.3,9446.8,20.35,0
Cotton(lint),2019,Whole Year ,Chhattisgarh,2692,4921,1420.3,462377.92,996.04,2.145714286
Onion,2019,Whole Year ,Chhattisgarh,4395,24013,1420.3,754885.2,1626.15,5.0708
Peas & beans (Pulses),2019,Rabi       ,Chhattisgarh,11655,4479,1420.3,2001862.8,4312.35,0.362592593
Potato,2019,Kharif     ,Chhattisgarh,1741,10093,1420.3,299034.16,644.17,6.59375
Potato,2019,Rabi       ,Chhattisgarh,8937,51808,1420.3,1535019.12,3306.69,6.473913043
Rice,2019,Kharif     ,Chhattisgarh,4266022,8569367,1420.3,732731938.7,1578428.14,1.936428571
Wheat,2019,Rabi       ,Chhattisgarh,116274,135888,1420.3,19971222.24,43021.38,1.336538462
Banana,2019,Whole Year ,Gujarat,30226,2255336,1067.8,5191617.76,11183.62,73.76285714
Cotton(lint),2019,Kharif     ,Gujarat,2654636,8624334,1067.8,455960279.4,982215.32,3.182
Onion,2019,Rabi       ,Gujarat,41408,1211977,1067.8,7112238.08,15320.96,28.8925
Onion,2019,Summer     ,Gujarat,7176,204332,1067.8,1232549.76,2655.12,28.464
Potato,2019,Whole Year ,Gujarat,118353,3578238,1067.8,20328311.28,43790.61,29.24857143
Rice,2019,Kharif     ,Gujarat,849599,1821136,1067.8,145927124.2,314351.63,1.948571429
Rice,2019,Summer     ,Gujarat,54751,161497,1067.8,9404031.76,20257.87,2.848571429
Wheat,2019,Rabi       ,Gujarat,1393487,4553681,1067.8,239345327.1,515590.19,3.1434375
Cotton(lint),2019,Kharif     ,Haryana,723000,2463000,351.8,124182480,267510,3.106875
Onion,2019,Whole Year ,Haryana,23749,610443,351.8,4079128.24,8787.13,24.54181818
Peas & beans (Pulses),2019,Kharif     ,Haryana,13744,178280,351.8,2360669.44,5085.28,13.10181818
Peas & beans (Pulses),2019,Rabi       ,Haryana,2968,3957,351.8,509783.68,1098.16,1.18
Potato,2019,Whole Year ,Haryana,38200,982400,351.8,6561232,14134,25.395
Rice,2019,Kharif     ,Haryana,1558900,5194600,351.8,267756664,576793,3.048095238
Wheat,2019,Rabi       ,Haryana,2533800,11876900,351.8,435205488,937506,4.618181818
Cotton(lint),2019,Kharif     ,Himachal Pradesh,15,7,1217.7,2576.4,5.55,0.47
Onion,2019,Rabi       ,Himachal Pradesh,952,7050,1217.7,163515.52,352.24,7.29
Peas & beans (Pulses),2019,Rabi       ,Himachal Pradesh,2565,5167,1217.7,440564.4,949.05,2.062727273
Potato,2019,Kharif     ,Himachal Pradesh,2970,24480,1217.7,510127.2,1098.9,7.22375
Potato,2019,Rabi       ,Himachal Pradesh,7156,84443,1217.7,1229114.56,2647.72,10.83
Rice,2019,Kharif     ,Himachal Pradesh,72620,116879,1217.7,12473211.2,26869.4,1.656363636
Wheat,2019,Rabi       ,Himachal Pradesh,319098,619689,1217.7,54808272.48,118066.26,1.7575
Peas & beans (Pulses),2019,Rabi       ,Jharkhand,59138,74697,1137.8,10157542.88,21881.06,1.232083333
Rice,2019,Kharif     ,Jharkhand,1357726,3612589,1137.8,233203017.8,502358.62,2.663333333
Wheat,2019,Rabi       ,Jharkhand,214780,439401,1137.8,36890612.8,79468.6,2.055
Banana,2019,Whole Year ,Madhya Pradesh,26634.09,1847636,1446.7,4574671.298,9854.6133,47.165
Cotton(lint),2019,Kharif     ,Madhya Pradesh,650305,838905,1446.7,111696386.8,240612.85,0.826666667
Onion,2019,Whole Year ,Madhya Pradesh,173886.5,4270702,1446.7,29866745.24,64338.005,23.21745098
Peas & beans (Pulses),2019,Rabi       ,Madhya Pradesh,58110,48837,1446.7,9980973.6,21500.7,0.786862745
Potato,2019,Whole Year ,Madhya Pradesh,149435.36,3408608,1446.7,25667017.43,55291.0832,21.80117647
Rice,2019,Kharif     ,Madhya Pradesh,3076000,7268659,1446.7,528333760,1138120,1.858
Rice,2019,Summer     ,Madhya Pradesh,34311,94770,1446.7,5893257.36,12695.07,0.8775
Wheat,2019,Rabi       ,Madhya Pradesh,10216517,37507219,1446.7,1754788960,3780111.29,3.519423077
Cotton(lint),2019,Kharif     ,Maharashtra,4491331,6639185,1555.8,771431012.6,1661792.47,2.831428571
Rice,2019,Kharif     ,Maharashtra,1478093,2701810,1555.8,253877253.7,546894.41,1.256296296
Rice,2019,Summer     ,Maharashtra,74896,195623,1555.8,12864136.96,27711.52,2.660833333
Wheat,2019,Rabi       ,Maharashtra,1056965,1793440,1555.8,181544308.4,391077.05,1.564
Cotton(lint),2019,Kharif     ,Mizoram,23,13,2178.5,3950.48,8.51,0.58
Onion,2019,Rabi       ,Mizoram,18.3,34,2178.5,3143.208,6.771,3.76
Potato,2019,Kharif     ,Mizoram,53,177,2178.5,9103.28,19.61,4.245
Potato,2019,Rabi       ,Mizoram,91,357,2178.5,15630.16,33.67,3.506666667
Rice,2019,Autumn     ,Mizoram,18510,22904,2178.5,3179277.6,6848.7,1.18875
Rice,2019,Kharif     ,Mizoram,16232,36357,2178.5,2788008.32,6005.84,2.2025
Rice,2019,Rabi       ,Mizoram,468,978,2178.5,80383.68,173.16,2.135
Cotton(lint),2019,Kharif     ,Nagaland,5.7,4,1593,979.032,2.109,0.615
Peas & beans (Pulses),2019,Kharif     ,Nagaland,2300,3140,1593,395048,851,1.362
Peas & beans (Pulses),2019,Rabi       ,Nagaland,7290,8030,1593,1252130.4,2697.3,1.100909091
Potato,2019,Rabi       ,Nagaland,7540,75460,1593,1295070.4,2789.8,9.997272727
Rice,2019,Kharif     ,Nagaland,211280,528920,1593,36289452.8,78173.6,2.459090909
Rice,2019,Rabi       ,Nagaland,5670,16050,1593,973879.2,2097.9,2.83
Wheat,2019,Rabi       ,Nagaland,3430,6280,1593,589136.8,1269.1,1.831111111
Cotton(lint),2019,Kharif     ,Odisha,169560,578500,1593.9,29123625.6,62737.2,3.399166667
Onion,2019,Rabi       ,Odisha,35120,437140,1593.9,6032211.2,12994.4,12.21413793
Peas & beans (Pulses),2019,Rabi       ,Odisha,33400,25620,1593.9,5736784,12358,0.77
Potato,2019,Winter     ,Odisha,4397,46961,1593.9,755228.72,1626.89,11.34730769
Rice,2019,Autumn     ,Odisha,426080,769480,1593.9,73183500.8,157649.6,1.8825
Rice,2019,Summer     ,Odisha,292610,932910,1593.9,50258693.6,108265.7,2.796896552
Rice,2019,Winter     ,Odisha,3222020,8052660,1593.9,553414155.2,1192147.4,2.564666667
Wheat,2019,Summer     ,Odisha,118,164,1593.9,20267.68,43.66,1.495
Cotton(lint),2019,Kharif     ,Punjab,248000,1206400,653.2,42596480,91760,4.764444444
Peas & beans (Pulses),2019,Rabi       ,Punjab,1800,1600,653.2,309168,666,1.008571429
Rice,2019,Kharif     ,Punjab,3142000,12675000,653.2,539669920,1162540,3.930909091
Wheat,2019,Rabi       ,Punjab,3521000,17619000,653.2,604766960,1302770,4.892272727
Banana,2019,Kharif     ,Telangana,1670,98707,1031.7,286839.2,617.9,59.12423077
Cotton(lint),2019,Kharif     ,Telangana,2126621,6833175,1031.7,365268423,786849.77,3.2490625
Onion,2019,Kharif     ,Telangana,2383,53176,1031.7,409304.08,881.71,21.95478261
Onion,2019,Rabi       ,Telangana,5026,172149,1031.7,863265.76,1859.62,32.85966667
Potato,2019,Kharif     ,Telangana,3,0,1031.7,515.28,1.11,0
Potato,2019,Rabi       ,Telangana,994,12455,1031.7,170729.44,367.78,12.98
Rice,2019,Kharif     ,Telangana,1631151,5985349,1031.7,280166495.8,603525.87,3.575625
Rice,2019,Rabi       ,Telangana,1585062,5900447,1031.7,272250249.1,586472.94,3.610625
Wheat,2019,Kharif     ,Telangana,1,0,1031.7,171.76,0.37,0
Wheat,2019,Rabi       ,Telangana,4471,8237,1031.7,767938.96,1654.27,1.798461538
Cotton(lint),2019,Kharif     ,Tripura,760,1138,2252.8,130537.6,281.2,1.3975
Peas & beans (Pulses),2019,Rabi       ,Tripura,3200,2831,2252.8,549632,1184,0.8575
Rice,2019,Autumn     ,Tripura,34235,94357,2252.8,5880203.6,12666.95,2.6425
Rice,2019,Kharif     ,Tripura,15228,16175,2252.8,2615561.28,5634.36,1.06875
Rice,2019,Summer     ,Tripura,70577,228104,2252.8,12122305.52,26113.49,3.13
Rice,2019,Winter     ,Tripura,147295,471608,2252.8,25299389.2,54499.15,3.17375
Wheat,2019,Rabi       ,Tripura,148,331,2252.8,25420.48,54.76,2.228333333
Banana,2019,Summer     ,Uttar Pradesh,72585,3332135,814.5,12467199.6,26856.45,46.33580645
Cotton(lint),2019,Kharif     ,Uttar Pradesh,3185,7429,814.5,547055.6,1178.45,2.305555556
Onion,2019,Rabi       ,Uttar Pradesh,11734,167327,814.5,2015431.84,4341.58,14.46173333
Onion,2019,Summer     ,Uttar Pradesh,16231,265715,814.5,2787836.56,6005.47,16.15106061
Peas & beans (Pulses),2019,Rabi       ,Uttar Pradesh,343563,565256,814.5,59010380.88,127118.31,1.443150685
Potato,2019,Rabi       ,Uttar Pradesh,552382,14869966,814.5,94877132.32,204381.34,25.4704
Rice,2019,Kharif     ,Uttar Pradesh,5898690,16947998,814.5,1013158994,2182515.3,2.823466667
Rice,2019,Summer     ,Uttar Pradesh,25659,79891,814.5,4407189.84,9493.83,2.968717949
Wheat,2019,Rabi       ,Uttar Pradesh,9852504,36209665,814.5,1692266087,3645426.48,3.688533333
Onion,2019,Whole Year ,Uttarakhand,3474,56216,1378.9,596694.24,1285.38,16.14615385
Peas & beans (Pulses),2019,Rabi       ,Uttarakhand,5903,5153,1378.9,1013899.28,2184.11,0.640769231
Potato,2019,Kharif     ,Uttarakhand,8156,86509,1378.9,1400874.56,3017.72,11.09181818
Potato,2019,Rabi       ,Uttarakhand,6411,76031,1378.9,1101153.36,2372.07,11.32923077
Rice,2019,Kharif     ,Uttarakhand,240411,615514,1378.9,41292993.36,88952.07,1.933846154
Rice,2019,Summer     ,Uttarakhand,17370,61915,1378.9,2983471.2,6426.9,3.563333333
Wheat,2019,Rabi       ,Uttarakhand,303283,887440,1378.9,52091888.08,112214.71,2.376923077
Coconut ,2019,Whole Year ,West Bengal,31300,390028000,1733.4,5376088,11581,11918.29136
Cotton(lint),2019,Kharif     ,West Bengal,305,590,1733.4,52386.8,112.85,1.18
Peas & beans (Pulses),2019,Rabi       ,West Bengal,20041,19031,1733.4,3442242.16,7415.17,0.986666667
Potato,2019,Rabi       ,West Bengal,433051,12539819,1733.4,74380839.76,160228.87,27.68363636
Potato,2019,Summer     ,West Bengal,1630,19421,1733.4,279968.8,603.1,8.525
Rice,2019,Autumn     ,West Bengal,215126,514586,1733.4,36950041.76,79596.62,2.434285714
Rice,2019,Summer     ,West Bengal,1271772,4616835,1733.4,218439558.7,470555.64,3.464285714
Rice,2019,Winter     ,West Bengal,4004077,11344600,1733.4,687740265.5,1481508.49,2.771363636
Wheat,2019,Rabi       ,West Bengal,188308,509970,1733.4,32343782.08,69673.96,2.647619048
Onion,2020,Whole Year ,Uttarakhand,3590,49670,1313.947826,695059.9,1328.3,14.18461538
Peas & beans (Pulses),2020,Rabi       ,Uttarakhand,4919,4135,1313.947826,952367.59,1820.03,0.669230769
Potato,2020,Kharif     ,Uttarakhand,6020,51902,1313.947826,1165532.2,2227.4,9.942
Potato,2020,Rabi       ,Uttarakhand,5427,62736,1313.947826,1050721.47,2007.99,11.83
Rice,2020,Kharif     ,Uttarakhand,241936,669372,1313.947826,46841228.96,89516.32,2.093076923
Rice,2020,Summer     ,Uttarakhand,15315,55057,1313.947826,2965137.15,5666.55,3.563333333
Wheat,2020,Rabi       ,Uttarakhand,297189,937003,1313.947826,57538762.29,109959.93,2.216153846
Cotton(lint),2000,Kharif     ,Delhi,1,1,544.3,98.17,0.26,1
Potato,2000,Whole Year ,Delhi,2487,45950,544.3,244148.79,646.62,18.48
Rice,2000,Kharif     ,Delhi,6053,11420,544.3,594223.01,1573.78,1.89
Wheat,2000,Rabi       ,Delhi,27836,97927,544.3,2732660.12,7237.36,3.52
Onion,2000,Whole Year ,Jammu and Kashmir,365,805,989.5,35832.05,94.9,2.285
Rice,2000,Kharif     ,Jammu and Kashmir,244051,415342,989.5,23958486.67,63453.26,1.6
Wheat,2000,Rabi       ,Jammu and Kashmir,276815,145060,989.5,27174928.55,71971.9,0.820833333
Cotton(lint),2001,Kharif     ,Delhi,1,1,611.9,102.13,0.26,1
Potato,2001,Whole Year ,Delhi,63,461,611.9,6434.19,16.38,7.32
Rice,2001,Kharif     ,Delhi,6405,12063,611.9,654142.65,1665.3,1.88
Wheat,2001,Rabi       ,Delhi,26114,91660,611.9,2667022.82,6789.64,3.51
Cotton(lint),2001,Kharif     ,Jammu and Kashmir,69,34,953.8,7046.97,17.94,0.49
Onion,2001,Whole Year ,Jammu and Kashmir,518,1159,953.8,52903.34,134.68,1.86
Peas & beans (Pulses),2001,Rabi       ,Jammu and Kashmir,538,442,953.8,54945.94,139.88,0.81125
Potato,2001,Whole Year ,Jammu and Kashmir,1835,19616,953.8,187408.55,477.1,10.07090909
Rice,2001,Kharif     ,Jammu and Kashmir,249830,422298,953.8,25515137.9,64955.8,1.634166667
Wheat,2001,Rabi       ,Jammu and Kashmir,255514,339390,953.8,26095644.82,66433.64,1.418333333
Cotton(lint),2002,Kharif     ,Delhi,1,1,593.6,94.67,0.25,1
Potato,2002,Whole Year ,Delhi,61,446,593.6,5774.87,15.25,7.31
Rice,2002,Kharif     ,Delhi,6096,12907,593.6,577108.32,1524,2.12
Wheat,2002,Rabi       ,Delhi,19860,79718,593.6,1880146.2,4965,4.01
Cotton(lint),2002,Kharif     ,Jammu and Kashmir,44,22,933.2,4165.48,11,0.405
Onion,2002,Whole Year ,Jammu and Kashmir,495,1107,933.2,46861.65,123.75,1.975714286
Peas & beans (Pulses),2002,Rabi       ,Jammu and Kashmir,805,618,933.2,76209.35,201.25,0.911428571
Potato,2002,Whole Year ,Jammu and Kashmir,1737,18011,933.2,164441.79,434.25,9.146666667
Rice,2002,Kharif     ,Jammu and Kashmir,236199,421457,933.2,22360959.33,59049.75,1.708333333
Wheat,2002,Rabi       ,Jammu and Kashmir,244157,401900,933.2,23114343.19,61039.25,1.465
Banana,2002,Whole Year ,Puducherry,274,7965,1434.5875,25939.58,68.5,21.5625
Coconut ,2002,Whole Year ,Puducherry,2279,23956000,1434.5875,215752.93,569.75,10750
Cotton(lint),2002,Kharif     ,Puducherry,314,1635,1434.5875,29726.38,78.5,5.225
Onion,2002,Whole Year ,Puducherry,3,45,1434.5875,284.01,0.75,15
Rice,2002,Kharif     ,Puducherry,24142,57514,1434.5875,2285523.14,6035.5,2.56
Cotton(lint),2002,Kharif     ,Uttar Pradesh,4987,3418,664,472119.29,1246.75,0.967857143
Onion,2002,Rabi       ,Uttar Pradesh,8199,84614,664,776199.33,2049.75,10.3219697
Onion,2002,Summer     ,Uttar Pradesh,11157,124734,664,1056233.19,2789.25,11.18074627
Onion,2002,Whole Year ,Uttar Pradesh,61,630,664,5774.87,15.25,10.325
Peas & beans (Pulses),2002,Rabi       ,Uttar Pradesh,339606,417961,664,32150500.02,84901.5,1.170294118
Potato,2002,Whole Year ,Uttar Pradesh,442030,10244139,664,41846980.1,110507.5,22.26231884
Rice,2002,Kharif     ,Uttar Pradesh,5209137,9586935,664,493148999.8,1302284.25,1.765942029
Rice,2002,Summer     ,Uttar Pradesh,4292,9411,664,406323.64,1073,1.960952381
Wheat,2002,Rabi       ,Uttar Pradesh,9162749,23745162,664,867437447.8,2290687.25,2.558550725
Potato,2003,Whole Year ,Himachal Pradesh,15036,173169,1112.6,1488263.28,3608.64,11.48666667
Rice,2003,Kharif     ,Himachal Pradesh,81335,120624,1112.6,8050538.3,19520.4,1.469090909
Wheat,2003,Rabi       ,Himachal Pradesh,365359,496930,1112.6,36163233.82,87686.16,1.3625
Cotton(lint),2003,Kharif     ,Jammu and Kashmir,10,4,1430.3,989.8,2.4,0.41
Onion,2003,Whole Year ,Jammu and Kashmir,631,1136,1430.3,62456.38,151.44,1.967142857
Peas & beans (Pulses),2003,Kharif     ,Jammu and Kashmir,184,110,1430.3,18212.32,44.16,0.6
Peas & beans (Pulses),2003,Rabi       ,Jammu and Kashmir,1202,1084,1430.3,118973.96,288.48,0.971111111
Potato,2003,Whole Year ,Jammu and Kashmir,1614,17886,1430.3,159753.72,387.36,10.385
Rice,2003,Kharif     ,Jammu and Kashmir,259815,504797,1430.3,25716488.7,62355.6,1.870833333
Wheat,2003,Rabi       ,Jammu and Kashmir,250282,455540,1430.3,24772912.36,60067.68,1.513333333
Potato,2004,Whole Year ,Himachal Pradesh,14808,147874,939.2,1604298.72,3109.68,10.27166667
Rice,2004,Kharif     ,Himachal Pradesh,79519,109129,939.2,8615088.46,16698.99,1.454545455
Wheat,2004,Rabi       ,Himachal Pradesh,367770,687452,939.2,39844201.8,77231.7,1.843333333
Peas & beans (Pulses),2004,Rabi       ,Jammu and Kashmir,932,704,1032.1,100972.88,195.72,0.83
Rice,2004,Kharif     ,Jammu and Kashmir,250044,492732,1032.1,27089766.96,52509.24,1.838333333
Wheat,2004,Rabi       ,Jammu and Kashmir,248613,474415,1032.1,26934732.42,52208.73,1.814545455
Onion,2004,Whole Year ,Odisha,26684,241852,1290.4,2890944.56,5603.64,8.963333333
Potato,2004,Winter     ,Odisha,8506,80770,1290.4,921540.04,1786.26,8.655
Rice,2004,Autumn     ,Odisha,824000,677000,1290.4,89272160,173040,0.98
Rice,2004,Summer     ,Odisha,293000,652000,1290.4,31743620,61530,1.938148148
Rice,2004,Winter     ,Odisha,3375000,5207000,1290.4,365647500,708750,1.511333333
Wheat,2004,Summer     ,Odisha,4054,5313,1290.4,439210.36,851.34,1.266071429
Banana,2004,Whole Year ,Uttar Pradesh,1615,58736,704,174969.1,339.15,36.31133333
Cotton(lint),2004,Kharif     ,Uttar Pradesh,5612,945,704,608004.08,1178.52,0.162777778
Onion,2004,Whole Year ,Uttar Pradesh,18430,210477,704,1996706.2,3870.3,11.42328571
Potato,2004,Rabi       ,Uttar Pradesh,435135,9739656,704,47142525.9,91378.35,20.40014286
Rice,2004,Kharif     ,Uttar Pradesh,5934405,10749989,704,642933437.7,1246225.05,1.827714286
Wheat,2004,Rabi       ,Uttar Pradesh,9373402,23430044,704,1015514373,1968414.42,2.471714286
Cotton(lint),2005,Kharif     ,Jammu and Kashmir,35,18,1721.8,4197.2,7.35,0.5
Onion,2005,Kharif     ,Jammu and Kashmir,94,82,1721.8,11272.48,19.74,0.966666667
Peas & beans (Pulses),2005,Kharif     ,Jammu and Kashmir,81,37,1721.8,9713.52,17.01,0.46
Potato,2005,Kharif     ,Jammu and Kashmir,786,5762,1721.8,94257.12,165.06,5.429
Rice,2005,Kharif     ,Jammu and Kashmir,259014,556774,1721.8,31060958.88,54392.94,2.040833333
Wheat,2005,Kharif     ,Jammu and Kashmir,436,60,1721.8,52285.12,91.56,0.14
Wheat,2005,Rabi       ,Jammu and Kashmir,436,60,1721.8,52285.12,91.56,0.14
Banana,2005,Whole Year ,Uttar Pradesh,1991,75867,751.9,238760.72,418.11,38.08033333
Cotton(lint),2005,Kharif     ,Uttar Pradesh,4366,889,751.9,523570.72,916.86,0.185833333
Onion,2005,Whole Year ,Uttar Pradesh,25535,328222,751.9,3062157.2,5362.35,12.85246377
Potato,2005,Rabi       ,Uttar Pradesh,445197,9986781,751.9,53388024.24,93491.37,22.26442857
Rice,2005,Kharif     ,Uttar Pradesh,5571524,11119095,751.9,668137158.1,1170020.04,1.951714286
Wheat,2005,Rabi       ,Uttar Pradesh,9163949,23573776,751.9,1098940764,1924429.29,2.538142857
Cotton(lint),2006,Kharif     ,Jammu and Kashmir,42,22,1786.5,5363.82,9.24,0.5
Onion,2006,Rabi       ,Jammu and Kashmir,372,907,1786.5,47508.12,81.84,2.424
Peas & beans (Pulses),2006,Kharif     ,Jammu and Kashmir,288,157,1786.5,36780.48,63.36,0.53
Peas & beans (Pulses),2006,Rabi       ,Jammu and Kashmir,821,763,1786.5,104849.91,180.62,0.846
Potato,2006,Kharif     ,Jammu and Kashmir,889,5962,1786.5,113534.19,195.58,6.66
Potato,2006,Rabi       ,Jammu and Kashmir,857,12436,1786.5,109447.47,188.54,14.57375
